uid,pid_raw,Fleng,Fwidth
914,data1_914,421.0,343.0
915,data1_915,430.0,309.0
916,data1_916,1502.0,530.0
917,data1_917,1502.0,530.0
918,data1_918,389.0,343.0
919,data1_919,600.0,334.0
920,data1_920,514.0,431.0
921,data1_921,430.0,309.0
922,data1_922,1044.0,543.0
923,data1_923,530.0,364.0
924,data1_924,463.0,931.5
925,data1_925,2040.0,549.0
926,data1_926,475.0,354.0
927,data1_927,1543.0,380.0
928,data1_928,1324.0,376.0
929,data1_929,777.0,74.0
930,data1_930,73.5,310.0
931,data1_931,1247.0,60.0
932,data1_932,679.0,60.0
933,data1_933,435.0,344.0
934,data1_934,420.0,353.0
935,data1_935,2000.0,354.0
936,data1_936,876.0,353.0
937,data1_937,480.0,363.0
938,data1_938,530.0,364.0
939,data1_939,953.0,333.0
940,data1_940,808.0,353.0
941,data1_941,826.0,353.0
942,data1_942,2040.0,544.0
943,data1_943,2100.0,334.0
944,data1_944,417.0,549.0
945,data1_945,467.0,585.0
946,data1_946,416.0,323.0
947,data1_947,1628.0,297.0
948,data1_948,1331.5,298.0
949,data1_949,2200.0,150.0
950,data1_950,776.0,60.0
951,data1_951,884.0,60.0
952,data1_952,1394.0,60.0
953,data1_953,2128.0,70.0
954,data1_954,2289.0,70.0
955,data1_955,643.0,70.0
956,data1_956,2397.0,146.0
957,data1_957,776.0,60.0
958,data1_958,519.0,70.0
959,data1_959,955.0,330.0
960,data1_960,1868.0,321.0
961,data1_961,953.5,328.5
962,data1_962,983.0,280.0
963,data1_963,750.0,364.0
964,data1_964,169.5,359.0
965,data1_965,350.0,334.0
966,data1_966,425.0,321.0
967,data1_967,1331.5,279.5
968,data1_968,2040.0,490.0
969,data1_969,260.0,300.0
970,data1_970,1291.5,528.0
971,data1_971,645.0,370.0
972,data1_972,370.3,308.0
973,data1_973,1258.5,249.5
974,data1_974,295.0,265.0
975,data1_975,599.5,483.5
976,data1_976,405.0,199.0
977,data1_977,1125.0,550.0
978,data1_978,1376.0,508.0
979,data1_979,884.0,543.0
980,data1_980,403.5,230.0
981,data1_981,403.0,841.5
982,data1_982,909.0,314.0
983,data1_983,659.0,313.0
984,data1_984,2040.0,549.0
985,data1_985,918.0,303.0
986,data1_986,416.0,303.0
987,data1_987,213.5,320.0
988,data1_988,953.0,333.0
989,data1_989,420.0,353.0
990,data1_990,777.0,70.0
991,data1_991,1244.0,70.0
992,data1_992,1014.0,60.0
993,data1_993,944.0,70.0
994,data1_994,414.0,70.0
995,data1_995,531.0,70.0
996,data1_996,118.5,322.0
997,data1_997,1285.0,70.0
998,data1_998,1089.0,70.0
999,data1_999,564.0,70.0
1000,data1_1000,310.7,293.0
1001,data1_1001,804.0,308.0
1002,data1_1002,384.0,310.0
1003,data1_1003,366.4,342.0
1004,data1_1004,1445.0,1150.0
1005,data1_1005,1149.5,494.0
1006,data1_1006,1760.0,280.0
1007,data1_1007,413.0,303.0
1008,data1_1008,2190.0,304.0
1009,data1_1009,421.0,343.0
1010,data1_1010,398.0,353.0
1011,data1_1011,914.0,324.0
1012,data1_1012,373.0,311.0
1013,data1_1013,310.7,313.0
1014,data1_1014,443.0,541.0
1015,data1_1015,2355.0,327.0
1016,data1_1016,905.0,804.0
1017,data1_1017,2400.0,324.0
1018,data1_1018,670.0,321.0
1019,data1_1019,570.0,260.0
1020,data1_1020,347.0,581.0
1021,data1_1021,437.0,311.0
1022,data1_1022,776.0,391.0
1023,data1_1023,1190.0,732.0
1024,data1_1024,417.0,549.0
1025,data1_1025,632.0,264.0
1026,data1_1026,750.0,265.0
1027,data1_1027,300.0,258.0
1028,data1_1028,639.0,359.0
1029,data1_1029,300.0,330.0
1030,data1_1030,853.0,359.0
1031,data1_1031,375.0,260.0
1032,data1_1032,800.0,580.0
1033,data1_1033,370.0,574.0
1034,data1_1034,2345.0,159.0
1035,data1_1035,255.0,328.0
1036,data1_1036,782.0,200.0
1037,data1_1037,310.7,724.5
1038,data1_1038,325.0,580.0
1039,data1_1039,1224.0,308.0
1040,data1_1040,450.0,580.0
1041,data1_1041,1650.0,580.0
1042,data1_1042,1089.0,573.0
1043,data1_1043,1924.0,303.0
1044,data1_1044,198.5,265.0
1045,data1_1045,2053.5,552.0
1046,data1_1046,2400.0,544.0
1047,data1_1047,413.0,303.0
1048,data1_1048,312.0,320.0
1049,data1_1049,1226.0,323.0
1050,data1_1050,815.0,249.0
1051,data1_1051,2068.5,364.0
1052,data1_1052,1300.0,330.0
1053,data1_1053,405.0,537.0
1054,data1_1054,373.0,323.0
1055,data1_1055,191.5,320.0
1056,data1_1056,310.7,293.0
1057,data1_1057,1038.5,302.0
1058,data1_1058,364.0,303.0
1059,data1_1059,384.0,298.0
1060,data1_1060,404.0,303.0
1061,data1_1061,413.0,303.0
1062,data1_1062,870.0,530.0
1063,data1_1063,1802.0,313.0
1064,data1_1064,1140.0,575.0
1065,data1_1065,382.0,309.0
1066,data1_1066,2348.0,170.0
1067,data1_1067,2350.0,394.0
1068,data1_1068,2350.0,544.0
1069,data1_1069,564.0,559.0
1070,data1_1070,2321.0,544.0
1071,data1_1071,740.0,380.0
1072,data1_1072,310.7,369.5
1073,data1_1073,418.0,304.0
1074,data1_1074,2355.0,327.0
1075,data1_1075,804.0,308.0
1076,data1_1076,396.0,306.0
1077,data1_1077,558.5,307.0
1078,data1_1078,751.2,342.0
1079,data1_1079,733.0,541.0
1080,data1_1080,1720.0,689.0
1081,data1_1081,430.0,361.0
1082,data1_1082,1980.0,324.0
1083,data1_1083,388.5,284.0
1084,data1_1084,815.0,353.0
1085,data1_1085,1724.0,361.0
1086,data1_1086,1400.0,294.0
1087,data1_1087,363.0,541.0
1088,data1_1088,414.0,553.0
1089,data1_1089,370.0,574.0
1090,data1_1090,415.0,288.0
1091,data1_1091,1563.5,917.5
1092,data1_1092,232.0,328.0
1093,data1_1093,420.0,353.0
1094,data1_1094,876.0,353.0
1095,data1_1095,826.0,353.0
1096,data1_1096,500.0,374.0
1097,data1_1097,2090.0,600.0
1098,data1_1098,685.0,378.0
1099,data1_1099,213.5,362.0
1100,data1_1100,1204.0,620.0
1101,data1_1101,876.5,352.5
1102,data1_1102,776.0,60.0
1103,data1_1103,1550.0,70.0
1104,data1_1104,679.0,60.0
1105,data1_1105,1626.0,70.0
1106,data1_1106,884.0,70.0
1107,data1_1107,284.0,60.0
1108,data1_1108,726.0,60.0
1109,data1_1109,413.0,303.0
1110,data1_1110,900.0,354.0
1111,data1_1111,310.0,293.0
1112,data1_1112,982.0,460.0
1113,data1_1113,878.0,311.0
1114,data1_1114,430.0,309.0
1115,data1_1115,700.0,305.0
1116,data1_1116,755.0,439.0
1117,data1_1117,162.0,326.0
1118,data1_1118,437.0,311.0
1119,data1_1119,284.0,323.0
1120,data1_1120,371.0,556.0
1121,data1_1121,808.0,359.0
1122,data1_1122,450.0,259.0
1123,data1_1123,414.0,261.0
1124,data1_1124,2150.0,554.0
1125,data1_1125,422.5,300.0
1126,data1_1126,2352.0,524.0
1127,data1_1127,642.0,330.0
1128,data1_1128,944.0,523.0
1129,data1_1129,1036.5,473.5
1130,data1_1130,867.0,373.5
1131,data1_1131,720.5,352.5
1132,data1_1132,337.0,491.0
1133,data1_1133,2000.0,560.0
1134,data1_1134,828.0,443.0
1135,data1_1135,405.0,537.0
1136,data1_1136,782.0,311.0
1137,data1_1137,2420.0,324.0
1138,data1_1138,415.0,288.0
1139,data1_1139,700.0,318.0
1140,data1_1140,384.0,294.0
1141,data1_1141,905.0,327.0
1142,data1_1142,900.5,319.0
1143,data1_1143,827.0,563.0
1144,data1_1144,424.5,413.0
1145,data1_1145,549.0,348.0
1146,data1_1146,366.0,543.0
1147,data1_1147,878.0,323.0
1148,data1_1148,944.0,523.0
1149,data1_1149,408.0,531.0
1150,data1_1150,936.0,400.0
1151,data1_1151,856.5,404.5
1152,data1_1152,970.0,553.0
1153,data1_1153,844.0,291.0
1154,data1_1154,1044.0,543.0
1155,data1_1155,1164.0,563.0
1156,data1_1156,755.0,550.0
1157,data1_1157,876.0,353.0
1158,data1_1158,575.5,352.0
1159,data1_1159,371.0,548.0
1160,data1_1160,1900.0,324.0
1161,data1_1161,643.0,273.0
1162,data1_1162,260.0,327.0
1163,data1_1163,851.0,257.0
1164,data1_1164,2220.0,300.0
1165,data1_1165,474.0,162.0
1166,data1_1166,474.0,411.0
1167,data1_1167,1065.0,330.0
1168,data1_1168,482.0,460.0
1169,data1_1169,440.0,1100.0
1170,data1_1170,164.0,503.0
1171,data1_1171,413.0,303.0
1172,data1_1172,732.0,249.0
1173,data1_1173,484.0,451.0
1174,data1_1174,296.0,273.0
1175,data1_1175,2320.0,554.0
1176,data1_1176,421.0,363.0
1177,data1_1177,2360.0,206.0
1178,data1_1178,405.0,199.0
1179,data1_1179,484.0,531.0
1180,data1_1180,1499.0,350.0
1181,data1_1181,1445.0,420.0
1182,data1_1182,750.5,339.0
1183,data1_1183,448.0,305.0
1184,data1_1184,427.1,543.0
1185,data1_1185,425.0,330.0
1186,data1_1186,425.0,310.0
1187,data1_1187,760.5,310.0
1188,data1_1188,932.0,450.0
1189,data1_1189,605.0,310.0
1190,data1_1190,830.0,316.0
1191,data1_1191,1594.0,518.0
1192,data1_1192,481.0,522.0
1193,data1_1193,333.9,300.0
1194,data1_1194,1468.0,304.0
1195,data1_1195,953.0,301.0
1196,data1_1196,953.0,301.0
1197,data1_1197,1487.0,560.0
1198,data1_1198,1355.0,384.0
1199,data1_1199,1407.0,327.0
1200,data1_1200,725.0,530.0
1201,data1_1201,474.0,411.0
1202,data1_1202,286.5,250.0
1203,data1_1203,1394.0,313.0
1204,data1_1204,250.0,232.0
1205,data1_1205,430.0,361.0
1206,data1_1206,762.0,170.0
1207,data1_1207,760.0,430.0
1208,data1_1208,932.0,357.0
1209,data1_1209,1629.0,508.0
1210,data1_1210,2305.0,323.0
1211,data1_1211,731.0,819.5
1212,data1_1212,432.0,380.0
1213,data1_1213,734.0,363.0
1214,data1_1214,1114.0,333.0
1215,data1_1215,2090.0,364.0
1216,data1_1216,884.0,543.0
1217,data1_1217,417.0,549.0
1218,data1_1218,326.0,198.0
1219,data1_1219,441.0,303.0
1220,data1_1220,826.0,353.0
1221,data1_1221,329.0,259.0
1222,data1_1222,2090.0,600.0
1223,data1_1223,1534.0,541.0
1224,data1_1224,645.5,762.5
1225,data1_1225,1910.0,550.0
1226,data1_1226,844.0,333.0
1227,data1_1227,1634.0,509.0
1228,data1_1228,413.0,534.0
1229,data1_1229,366.0,309.0
1230,data1_1230,502.0,451.0
1231,data1_1231,296.0,273.0
1232,data1_1232,795.0,311.0
1233,data1_1233,887.0,360.0
1234,data1_1234,762.0,1005.0
1235,data1_1235,950.5,350.0
1236,data1_1236,142.0,530.0
1237,data1_1237,1004.0,110.0
1238,data1_1238,544.0,70.0
1239,data1_1239,1064.0,70.0
1240,data1_1240,105.5,603.5
1241,data1_1241,884.0,60.0
1242,data1_1242,1684.0,70.0
1243,data1_1243,820.0,60.0
1244,data1_1244,416.0,70.0
1245,data1_1245,200.0,325.0
1246,data1_1246,851.0,257.0
1247,data1_1247,406.0,531.0
1248,data1_1248,1724.0,344.0
1249,data1_1249,932.0,454.0
1250,data1_1250,413.0,303.0
1251,data1_1251,2106.0,353.0
1252,data1_1252,2054.0,383.0
1253,data1_1253,975.0,664.0
1254,data1_1254,2321.0,334.0
1255,data1_1255,598.5,280.0
1256,data1_1256,1796.5,424.5
1257,data1_1257,712.5,300.0
1258,data1_1258,867.0,373.5
1259,data1_1259,799.0,70.0
1260,data1_1260,601.0,70.0
1261,data1_1261,884.0,60.0
1262,data1_1262,364.0,70.0
1263,data1_1263,284.0,70.0
1264,data1_1264,1911.0,70.0
1265,data1_1265,875.0,585.0
1266,data1_1266,586.0,293.0
1267,data1_1267,760.0,309.0
1268,data1_1268,421.0,363.0
1269,data1_1269,2040.0,544.0
1270,data1_1270,1259.0,219.0
1271,data1_1271,546.0,370.0
1272,data1_1272,766.0,543.0
1273,data1_1273,932.0,357.0
1274,data1_1274,417.0,293.0
1275,data1_1275,2164.0,302.0
1276,data1_1276,435.0,544.0
1277,data1_1277,2000.0,354.0
1278,data1_1278,870.0,550.0
1279,data1_1279,1345.5,312.0
1280,data1_1280,671.0,200.0
1281,data1_1281,664.0,291.0
1282,data1_1282,450.0,1180.0
1283,data1_1283,463.0,333.0
1284,data1_1284,1807.0,282.0
1285,data1_1285,388.5,284.0
1286,data1_1286,1524.0,303.0
1287,data1_1287,449.0,318.0
1288,data1_1288,414.0,553.0
1289,data1_1289,364.0,311.0
1290,data1_1290,828.0,534.0
1291,data1_1291,373.0,329.0
1292,data1_1292,310.7,449.5
1293,data1_1293,888.0,553.0
1294,data1_1294,888.0,553.0
1295,data1_1295,513.0,551.0
1296,data1_1296,755.0,550.0
1297,data1_1297,2040.0,544.0
1298,data1_1298,862.0,261.0
1299,data1_1299,876.0,353.0
1300,data1_1300,852.0,230.0
1301,data1_1301,944.0,371.0
1302,data1_1302,962.0,300.0
1303,data1_1303,441.0,303.0
1304,data1_1304,479.0,161.0
1305,data1_1305,2347.0,180.0
1306,data1_1306,182.0,330.0
1307,data1_1307,878.0,323.0
1308,data1_1308,2340.0,242.0
1309,data1_1309,1044.0,351.0
1310,data1_1310,720.0,280.0
1311,data1_1311,720.0,280.0
1312,data1_1312,1590.0,354.0
1313,data1_1313,869.0,363.0
1314,data1_1314,1020.0,300.0
1315,data1_1315,463.5,240.0
1316,data1_1316,399.5,337.5
1317,data1_1317,1607.0,354.0
1318,data1_1318,1191.0,200.0
1319,data1_1319,310.7,459.5
1320,data1_1320,310.7,293.0
1321,data1_1321,415.0,288.0
1322,data1_1322,399.5,290.0
1323,data1_1323,888.0,553.0
1324,data1_1324,888.0,553.0
1325,data1_1325,879.8,573.0
1326,data1_1326,417.0,311.0
1327,data1_1327,640.0,628.0
1328,data1_1328,780.0,553.0
1329,data1_1329,430.0,361.0
1330,data1_1330,430.0,361.0
1331,data1_1331,1259.0,219.0
1332,data1_1332,2353.0,380.0
1333,data1_1333,519.0,323.0
1334,data1_1334,1925.0,399.0
1335,data1_1335,320.0,158.0
1336,data1_1336,750.5,339.0
1337,data1_1337,1376.0,508.0
1338,data1_1338,499.0,220.0
1339,data1_1339,533.5,277.0
1340,data1_1340,823.0,353.0
1341,data1_1341,1724.0,361.0
1342,data1_1342,837.0,537.0
1343,data1_1343,391.0,321.0
1344,data1_1344,309.0,300.0
1345,data1_1345,518.0,442.0
1346,data1_1346,364.0,303.0
1347,data1_1347,726.0,60.0
1348,data1_1348,726.0,60.0
1349,data1_1349,953.0,60.0
1350,data1_1350,414.0,70.0
1351,data1_1351,1664.0,70.0
1352,data1_1352,589.0,60.0
1353,data1_1353,371.0,60.0
1354,data1_1354,1614.0,70.0
1355,data1_1355,1004.0,60.0
1356,data1_1356,718.0,60.0
1357,data1_1357,420.0,353.0
1358,data1_1358,356.0,328.0
1359,data1_1359,425.5,279.0
1360,data1_1360,776.0,543.0
1361,data1_1361,570.0,250.0
1362,data1_1362,645.0,370.0
1363,data1_1363,844.0,333.0
1364,data1_1364,844.0,333.0
1365,data1_1365,315.0,218.0
1366,data1_1366,1350.0,300.0
1367,data1_1367,794.5,302.0
1368,data1_1368,820.0,60.0
1369,data1_1369,383.0,70.0
1370,data1_1370,1200.0,100.0
1371,data1_1371,123.5,1045.5
1372,data1_1372,514.0,70.0
1373,data1_1373,1044.0,60.0
1374,data1_1374,953.0,70.0
1375,data1_1375,776.0,60.0
1376,data1_1376,125.5,640.0
1377,data1_1377,414.0,70.0
1378,data1_1378,417.0,293.0
1379,data1_1379,499.0,220.0
1380,data1_1380,794.5,302.0
1381,data1_1381,680.0,320.0
1382,data1_1382,388.0,299.0
1383,data1_1383,2353.0,370.0
1384,data1_1384,338.0,293.0
1385,data1_1385,370.0,574.0
1386,data1_1386,395.0,405.0
1387,data1_1387,925.0,330.0
1388,data1_1388,868.5,492.0
1389,data1_1389,604.0,500.0
1390,data1_1390,2000.0,280.0
1391,data1_1391,732.0,249.0
1392,data1_1392,2295.0,364.0
1393,data1_1393,844.0,333.0
1394,data1_1394,315.0,218.0
1395,data1_1395,1519.0,341.0
1396,data1_1396,813.0,320.0
1397,data1_1397,700.0,182.0
1398,data1_1398,733.0,541.0
1399,data1_1399,1773.0,266.0
1400,data1_1400,1468.0,300.0
1401,data1_1401,427.1,543.0
1402,data1_1402,1028.0,310.0
1403,data1_1403,312.0,320.0
1404,data1_1404,2197.0,324.0
1405,data1_1405,878.0,531.0
1406,data1_1406,464.0,278.0
1407,data1_1407,2290.0,279.0
1408,data1_1408,645.5,280.0
1409,data1_1409,2330.0,586.0
1410,data1_1410,280.0,281.0
1411,data1_1411,1004.0,453.0
1412,data1_1412,602.0,258.0
1413,data1_1413,1401.0,350.0
1414,data1_1414,1519.0,760.0
1415,data1_1415,1600.0,310.0
1416,data1_1416,264.0,343.0
1417,data1_1417,743.0,280.0
1418,data1_1418,953.0,548.0
1419,data1_1419,600.0,304.0
1420,data1_1420,1232.0,321.0
1421,data1_1421,463.0,333.0
1422,data1_1422,528.0,344.0
1423,data1_1423,869.0,299.0
1424,data1_1424,479.5,347.0
1425,data1_1425,359.0,299.0
1426,data1_1426,2000.0,274.0
1427,data1_1427,643.0,273.0
1428,data1_1428,417.8,433.0
1429,data1_1429,1004.0,534.0
1430,data1_1430,2382.0,535.0
1431,data1_1431,1334.5,213.5
1432,data1_1432,878.0,531.0
1433,data1_1433,1501.5,454.0
1434,data1_1434,435.0,544.0
1435,data1_1435,876.0,353.0
1436,data1_1436,500.0,350.0
1437,data1_1437,417.0,549.0
1438,data1_1438,782.0,323.0
1439,data1_1439,373.0,323.0
1440,data1_1440,313.5,549.5
1441,data1_1441,1686.0,294.0
1442,data1_1442,1050.0,554.0
1443,data1_1443,384.0,282.0
1444,data1_1444,674.0,310.0
1445,data1_1445,720.0,279.0
1446,data1_1446,455.5,251.0
1447,data1_1447,198.5,265.0
1448,data1_1448,1468.0,580.0
1449,data1_1449,1644.0,320.0
1450,data1_1450,384.0,310.0
1451,data1_1451,725.0,444.0
1452,data1_1452,1150.0,300.0
1453,data1_1453,841.0,551.0
1454,data1_1454,2397.0,474.0
1455,data1_1455,514.0,431.0
1456,data1_1456,413.0,303.0
1457,data1_1457,2040.0,564.0
1458,data1_1458,1044.0,543.0
1459,data1_1459,780.0,60.0
1460,data1_1460,884.0,70.0
1461,data1_1461,414.0,70.0
1462,data1_1462,832.0,80.0
1463,data1_1463,773.0,70.0
1464,data1_1464,371.0,70.0
1465,data1_1465,727.0,60.0
1466,data1_1466,1585.0,70.0
1467,data1_1467,425.0,310.0
1468,data1_1468,564.0,543.0
1469,data1_1469,775.0,287.0
1470,data1_1470,354.0,283.0
1471,data1_1471,664.0,329.0
1472,data1_1472,1504.5,664.0
1473,data1_1473,815.0,249.0
1474,data1_1474,1058.0,351.0
1475,data1_1475,2000.0,560.0
1476,data1_1476,363.0,541.0
1477,data1_1477,191.5,320.0
1478,data1_1478,2395.0,315.0
1479,data1_1479,1010.0,70.0
1480,data1_1480,726.0,60.0
1481,data1_1481,773.0,70.0
1482,data1_1482,727.0,60.0
1483,data1_1483,776.0,70.0
1484,data1_1484,709.0,70.0
1485,data1_1485,464.0,80.0
1486,data1_1486,776.0,60.0
1487,data1_1487,1004.0,70.0
1488,data1_1488,299.0,70.0
1489,data1_1489,313.5,293.0
1490,data1_1490,404.0,553.0
1491,data1_1491,2000.0,554.0
1492,data1_1492,1224.0,308.0
1493,data1_1493,396.0,306.0
1494,data1_1494,450.0,804.0
1495,data1_1495,2410.0,564.0
1496,data1_1496,878.0,323.0
1497,data1_1497,430.0,309.0
1498,data1_1498,425.0,310.0
1499,data1_1499,664.0,311.0
1500,data1_1500,1209.0,679.5
1501,data1_1501,414.0,553.0
1502,data1_1502,2119.0,330.0
1503,data1_1503,310.7,403.5
1504,data1_1504,1924.0,303.0
1505,data1_1505,418.0,310.0
1506,data1_1506,674.0,305.0
1507,data1_1507,384.0,282.0
1508,data1_1508,804.0,303.0
1509,data1_1509,494.0,261.0
1510,data1_1510,664.0,291.0
1511,data1_1511,440.0,350.0
1512,data1_1512,789.0,273.0
1513,data1_1513,814.3,563.5
1514,data1_1514,2295.0,364.0
1515,data1_1515,939.0,218.0
1516,data1_1516,1627.5,1083.5
1517,data1_1517,1143.0,506.0
1518,data1_1518,524.0,330.0
1519,data1_1519,2200.0,160.0
1520,data1_1520,1247.0,313.0
1521,data1_1521,814.0,531.0
1522,data1_1522,412.0,411.0
1523,data1_1523,670.0,324.0
1524,data1_1524,700.0,560.0
1525,data1_1525,396.0,306.0
1526,data1_1526,455.5,251.0
1527,data1_1527,727.0,291.0
1528,data1_1528,923.0,305.0
1529,data1_1529,232.0,350.0
1530,data1_1530,2295.0,364.0
1531,data1_1531,430.0,361.0
1532,data1_1532,350.0,334.0
1533,data1_1533,2100.0,334.0
1534,data1_1534,1650.0,219.0
1535,data1_1535,2090.0,304.0
1536,data1_1536,421.0,363.0
1537,data1_1537,430.0,361.0
1538,data1_1538,1980.0,324.0
1539,data1_1539,902.0,330.0
1540,data1_1540,600.0,304.0
1541,data1_1541,918.0,323.0
1542,data1_1542,1926.0,299.0
1543,data1_1543,232.0,328.0
1544,data1_1544,876.0,353.0
1545,data1_1545,2106.0,353.0
1546,data1_1546,2090.0,527.0
1547,data1_1547,645.0,370.0
1548,data1_1548,280.0,281.0
1549,data1_1549,175.0,1143.0
1550,data1_1550,427.1,543.0
1551,data1_1551,675.0,554.0
1552,data1_1552,2352.0,524.0
1553,data1_1553,831.5,317.0
1554,data1_1554,519.0,323.0
1555,data1_1555,909.0,314.0
1556,data1_1556,371.0,556.0
1557,data1_1557,417.0,549.0
1558,data1_1558,1154.0,529.0
1559,data1_1559,2040.0,549.0
1560,data1_1560,417.0,363.0
1561,data1_1561,1802.0,313.0
1562,data1_1562,826.0,353.0
1563,data1_1563,808.0,373.0
1564,data1_1564,826.0,353.0
1565,data1_1565,320.5,311.0
1566,data1_1566,643.0,273.0
1567,data1_1567,776.0,541.0
1568,data1_1568,2347.0,180.0
1569,data1_1569,1291.5,766.5
1570,data1_1570,263.0,280.0
1571,data1_1571,284.0,323.0
1572,data1_1572,2090.0,330.0
1573,data1_1573,953.0,333.0
1574,data1_1574,990.0,260.0
1575,data1_1575,2090.0,364.0
1576,data1_1576,776.0,543.0
1577,data1_1577,430.0,361.0
1578,data1_1578,844.0,333.0
1579,data1_1579,350.0,334.0
1580,data1_1580,1224.0,308.0
1581,data1_1581,982.0,804.0
1582,data1_1582,725.0,996.0
1583,data1_1583,720.0,279.0
1584,data1_1584,2250.0,544.0
1585,data1_1585,1139.0,343.0
1586,data1_1586,718.0,291.0
1587,data1_1587,727.0,291.0
1588,data1_1588,1266.0,553.0
1589,data1_1589,2400.0,440.0
1590,data1_1590,2200.0,90.0
1591,data1_1591,1322.0,60.0
1592,data1_1592,773.0,70.0
1593,data1_1593,1210.0,150.0
1594,data1_1594,509.0,70.0
1595,data1_1595,1192.0,70.0
1596,data1_1596,1014.0,60.0
1597,data1_1597,820.0,60.0
1598,data1_1598,404.0,291.0
1599,data1_1599,1133.5,332.0
1600,data1_1600,404.0,303.0
1601,data1_1601,1176.0,320.0
1602,data1_1602,868.0,323.0
1603,data1_1603,1543.0,380.0
1604,data1_1604,869.0,299.0
1605,data1_1605,1114.0,330.0
1606,data1_1606,425.5,279.0
1607,data1_1607,425.5,279.0
1608,data1_1608,479.0,161.0
1609,data1_1609,2213.5,362.0
1610,data1_1610,827.0,484.0
1611,data1_1611,1720.0,261.0
1612,data1_1612,407.0,551.0
1613,data1_1613,879.8,573.0
1614,data1_1614,1550.0,373.0
1615,data1_1615,2382.0,535.0
1616,data1_1616,2290.0,279.0
1617,data1_1617,1679.0,318.0
1618,data1_1618,454.0,511.0
1619,data1_1619,2321.0,550.0
1620,data1_1620,1576.0,550.0
1621,data1_1621,375.0,357.0
1622,data1_1622,1445.0,411.0
1623,data1_1623,1164.0,553.0
1624,data1_1624,768.0,250.0
1625,data1_1625,1724.0,432.0
1626,data1_1626,379.0,361.0
1627,data1_1627,390.0,301.0
1628,data1_1628,700.0,318.0
1629,data1_1629,1558.0,344.0
1630,data1_1630,874.0,330.0
1631,data1_1631,2321.0,550.0
1632,data1_1632,413.0,303.0
1633,data1_1633,413.0,291.0
1634,data1_1634,1260.0,370.0
1635,data1_1635,2090.0,364.0
1636,data1_1636,280.0,281.0
1637,data1_1637,868.0,323.0
1638,data1_1638,253.0,395.0
1639,data1_1639,732.0,550.0
1640,data1_1640,1600.0,330.0
1641,data1_1641,533.5,277.0
1642,data1_1642,1516.0,395.0
1643,data1_1643,758.0,398.0
1644,data1_1644,782.0,329.0
1645,data1_1645,373.0,323.0
1646,data1_1646,861.5,322.0
1647,data1_1647,1924.0,303.0
1648,data1_1648,2230.0,254.0
1649,data1_1649,927.0,257.0
1650,data1_1650,250.0,207.0
1651,data1_1651,284.0,239.0
1652,data1_1652,2040.0,454.0
1653,data1_1653,500.0,380.0
1654,data1_1654,862.0,279.0
1655,data1_1655,370.0,362.0
1656,data1_1656,320.0,158.0
1657,data1_1657,1260.0,539.0
1658,data1_1658,791.0,321.0
1659,data1_1659,310.7,293.0
1660,data1_1660,211.5,299.0
1661,data1_1661,505.0,304.0
1662,data1_1662,232.0,515.0
1663,data1_1663,511.0,281.0
1664,data1_1664,884.0,543.0
1665,data1_1665,300.0,258.0
1666,data1_1666,2224.0,321.0
1667,data1_1667,820.0,229.0
1668,data1_1668,1089.0,573.0
1669,data1_1669,2360.0,540.0
1670,data1_1670,371.0,548.0
1671,data1_1671,416.0,303.0
1672,data1_1672,416.0,303.0
1673,data1_1673,425.0,454.0
1674,data1_1674,1044.0,629.0
1675,data1_1675,2357.0,499.0
1676,data1_1676,813.0,320.0
1677,data1_1677,1524.0,303.0
1678,data1_1678,500.0,379.0
1679,data1_1679,414.0,553.0
1680,data1_1680,791.0,321.0
1681,data1_1681,2040.0,549.0
1682,data1_1682,315.0,218.0
1683,data1_1683,438.0,207.0
1684,data1_1684,780.0,553.0
1685,data1_1685,939.0,835.5
1686,data1_1686,1629.0,508.0
1687,data1_1687,417.0,311.0
1688,data1_1688,354.0,283.0
1689,data1_1689,338.0,293.0
1690,data1_1690,373.0,329.0
1691,data1_1691,425.0,330.0
1692,data1_1692,434.0,534.0
1693,data1_1693,300.0,300.0
1694,data1_1694,403.5,330.0
1695,data1_1695,528.0,344.0
1696,data1_1696,732.0,530.0
1697,data1_1697,1149.0,299.0
1698,data1_1698,1860.0,550.0
1699,data1_1699,1291.5,368.5
1700,data1_1700,645.5,367.5
1701,data1_1701,643.0,273.0
1702,data1_1702,1284.0,538.0
1703,data1_1703,852.0,240.0
1704,data1_1704,1140.0,575.0
1705,data1_1705,480.0,527.0
1706,data1_1706,844.0,333.0
1707,data1_1707,444.0,333.0
1708,data1_1708,953.0,548.0
1709,data1_1709,263.0,328.0
1710,data1_1710,175.5,319.0
1711,data1_1711,1518.0,258.0
1712,data1_1712,602.0,258.0
1713,data1_1713,425.0,321.0
1714,data1_1714,750.5,339.0
1715,data1_1715,715.0,312.0
1716,data1_1716,853.0,359.0
1717,data1_1717,379.0,361.0
1718,data1_1718,643.0,300.0
1719,data1_1719,740.0,396.0
1720,data1_1720,2345.0,159.0
1721,data1_1721,920.0,330.0
1722,data1_1722,310.7,729.5
1723,data1_1723,266.0,405.0
1724,data1_1724,1900.0,454.0
1725,data1_1725,407.0,402.5
1726,data1_1726,936.0,400.0
1727,data1_1727,867.0,373.5
1728,data1_1728,1326.0,373.5
1729,data1_1729,436.5,547.5
1730,data1_1730,673.5,178.5
